id,name,type,typecode,pname,cityname,adname,address,location,tel
B0FFK5VDHV,爱新觉罗皇家文化书画院第一分院工作室,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,大兴区,通武线与东大路交叉口东220米,"116.384568,39.671055",[]
B0IBXHOJ8E,北京华力文化艺术中心,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,密云区,蔡家洼宁菜路路口,"116.895133,40.369938",[]
B0FFG8GSC5,万圣谷美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,平谷区,石林峡刁窝村199号,"117.247777,40.257630",010-61709588
B0FFFZBXCQ,琴筝艺术中心,科教文化服务;美术馆;美术馆,140400,北京市,北京市,平谷区,平谷步行街,"117.116017,40.142381",010-89999598
B0JR47A7MM,电站美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,平谷区,鱼子山石河(夏鱼路北)二队桥南五十米,"117.176206,40.216828",15210918061
B0L6AUUYJX,中海钓台书画院,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,怀柔区,沙王路上王峪村9号,"116.484902,40.291815",13522786297
B0LG4H8U6J,屋岸万的one美学艺术空间,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,怀柔区,新贤家园63号楼底商屋岸万的one,"116.633148,40.325498",18201189011
B0KU9ONXFQ,旮旯美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,怀柔区,渤海镇洞台村151号,"116.436175,40.435410",18612239108
B0K06A9VYL,水岸艺术中心,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,怀柔区,水岸雁栖二区6号楼一层底商,"116.675139,40.375467",[]
B0H045BW6E,瓦美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,怀柔区,渤海镇北沟村130号,"116.549811,40.431334",010-61626506
B0FFI6GJY8,田凤银长城美术馆,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,怀柔区,范崎路14号附近,"116.656857,40.373209",010-61669752;13241364649
B0MAGDXSZ2,远美术馆(A馆),科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,怀柔区,北京城区黄花城水库公交站往南50米,"116.346267,40.417200",13718150842
B0K02UTX66,中国佛教艺术书画院,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,房山区,天开路539乡,"115.898019,39.616123",[]
B0G3JX9RRQ,北京智慧长阳美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,房山区,长于路房山文创基地,"116.198876,39.758088",010-60310137
B0G0A7WU8E,小野复古艺术馆,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,房山区,拱辰街道长虹东路北京时代广场2号楼1305室,"116.173755,39.725288",13718186673
B0JUNS41XE,楞严堂书画院,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,房山区,河北镇磁家务村,"115.999208,39.795962",18201434756
B0G0UCOGY5,韩建美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,房山区,良乡铂斯雅致酒店3层,"116.165714,39.738794",18600713523
B0FFI5POE1,上方美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,昌平区,北七家镇王府街21号宝隆艺园,"116.384305,40.102522",13611274444
B0I6KDDH0W,东方美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,昌平区,上苑路74号,"116.458952,40.231967",17611426586
B0G0T5FOFY,六艺空间艺术馆(泰华龙旗广场E座店),科教文化服务;美术馆;美术馆,140400,北京市,北京市,昌平区,回龙观龙旗广场E座5层515,"116.346062,40.067668",010-82921312;010-82927218;13126705011
B0FFKHE1BD,净心斋艺术空间,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,昌平区,秦西路(秦家屯市场北侧约150米),"116.462218,40.231331",[]
B0LDFUXGWD,北京北艺术空间,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,昌平区,回龙观东大街昌发展AI加速中心,"116.346125,40.079925",18001373367
B0JA4HVI7A,北京文贤书画院,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,昌平区,文华东路8号院紫晶七星广场一楼135室文贤书画院,"116.349897,40.084634",17710117491
B0IBACRG5V,北京普慧美术馆,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,昌平区,上苑路1号,"116.461775,40.231975",18518067331
B0KRPUQE1P,大樸艺术空间(下苑一一二),科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,昌平区,上苑村112号,"116.456380,40.229103",[]
B0J07HG83H,孟汐艺术空间,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,昌平区,冠庭中心10号楼5单元401室,"116.317984,40.075269",18500945333
B0KRRRURI3,归水琴箫艺术空间,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,昌平区,上苑路1号,"116.458300,40.232327",13810972539
B0GU3HITMX,昌禾美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,昌平区,龙锦一街37号院15号楼1-204,"116.349637,40.092148",010-80780198
B0J0TUZLBS,灰天鹅美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,昌平区,龙泽园街道回龙观西大街85号琥珀天地1单元3层306号,"116.323944,40.076990",15321812852
B0LK5OUQG0,特创空间,公司企业;公司;公司,170200,北京市,北京市,昌平区,天通北苑一区6号楼109室(天通苑地铁站B南口步行250米),"116.414278,40.075429",[]
B0JG5ZT49Z,玄境艺术空间,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,昌平区,下苑163号,"116.458117,40.230408",18330013123
B0IA95PN7O,申伟光美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,昌平区,北京城区兴寿镇上苑村171号,"116.462157,40.231187",13581550430
B000A844PK,老甲艺术馆,科教文化服务;展览馆;展览馆,140200,北京市,北京市,昌平区,霍营乡华龙苑中里23号,"116.368176,40.079080",010-81706445;010-81702370
B0L1GRBQ8L,自定义艺术空间,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,昌平区,北七家镇王府西府街51号宏福大厦2层连廊自定义空间,"116.370795,40.101281",[]
B0L69U25PV,骏一美术馆,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,昌平区,立业路13号1幢1至3层101内1层,"116.299077,40.109063",[]
B0FFI00CHR,高先生美术书法馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,昌平区,南北庄路城南街道郝庄家园北区61-13-203号西南方向170米,"116.210090,40.219583",18601991014
B0IR5U14O4,A26艺术空间,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,酒仙桥路4号正东集团院内,"116.498805,39.980663",[]
B0I1ASDXYH,AENEA Gallery,科教文化服务;展览馆;展览馆,140200,北京市,北京市,朝阳区,798艺术区中二街D区,"116.494823,39.985795",[]
B0LKSCIUJ8,ARETE SPACE 价值空间,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,北京城区798艺术区东街,"116.496225,39.986025",13521233436
B0FFL9VSMK,CLC画廊 CLC Gallery Venture,科教文化服务;展览馆;展览馆,140200,北京市,北京市,朝阳区,酒仙桥4号北京798艺术区798大院七星东街,"116.496410,39.983616",[]
B0KD1UK07V,Click Ten Gallery,公司企业;公司企业;公司企业,170000,北京市,北京市,朝阳区,酒仙桥北路甲7号,"116.498839,39.987512",15510650472
B0JR27JMY6,GALLERY101,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,半截塔路53号朗园·StationA1-10,"116.515317,39.966140",[]
B0FFLEDHL1,GEMSO宝石空间艺术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,东风艺术区北区17栋,"116.508620,39.959484",15810230478
B0K1T7MEJ4,Hanmo S画廊,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,798艺术区内3818库东002,"116.495995,39.985480",[]
B0GRDSGZRA,HdM GALLERY,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,酒仙桥路4号798艺术区798东街,"116.496589,39.985422",15540983812
B0FFFAA790,Hi艺术中心,科教文化服务;展览馆;展览馆,140200,北京市,北京市,朝阳区,酒仙桥路10号恒通国际商务园B36-B座1层,"116.496853,39.979650",010-59756999
B0FFG8G34V,Ink Studio墨斋画廊,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,崔各庄地区机场辅路草场地艺术区红1号b1层,"116.504490,39.997803",[]
B0LGB6Y2XN,Inkart Gallery岩客艺品画廊,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,居然之家5号馆(北四环居然之家店),"116.436353,39.990223",[]
B0KRU92NAA,LCE GALLERY,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,七星中街6号,"116.497326,39.981395",[]
B0M6TZ2XDO,Laverite Gallery真相美术馆,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,芳园西路与将台路交叉口西100米,"116.482975,39.975975",[]
B0L19UHE6Z,Luke Gallery,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,北京城区酒仙桥路2号798艺术园区797路北三小街东侧,"116.497559,39.986811",15911002877
B0I6SSQTZ9,MACA艺术中心,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,酒仙桥路2号798艺术区706北一街,"116.496421,39.987256",13161261217
B0L6HAFQ4A,Mobius M Art Space 莫比乌斯M艺术空间,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,酒仙桥路2号院798艺术区北一街北口,"116.496557,39.987408",18310421626
B0M6VCKEDJ,NON艺术空间,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,半截塔路53号D5-1 NON艺术空间,"116.516065,39.969328",[]
B0H6XCW4C8,New H Gallery新境界画廊,科教文化服务;展览馆;展览馆,140200,北京市,北京市,朝阳区,崔各庄草场地艺术区339号B座7,"116.506396,39.997821",[]
B0LGBC5H3Y,Oneart Gallery一个画廊,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,酒仙桥4号798艺术区798中二街,"116.493126,39.986744",[]
B000ABBXA2,PGG白野画廊(798中二街店),科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,798艺术区中二街,"116.495579,39.985444",[]
B0G3FHK6T6,RENDEZ-VOUS美术馆(北京SKP店),科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,建国路87号北京SKP L1层,"116.478699,39.909801",[]
B0FFIB51DQ,Tabula Rasa gallery(北京798艺术中心店),科教文化服务;展览馆;展览馆,140200,北京市,北京市,朝阳区,酒仙桥路2号院798艺术区706北三街北侧,"116.497512,39.987510",010-57626353
B0FFI55GV3,The Parkview Museum 侨福当代美术馆(北京侨福芳草地购物中心),科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,东大桥路9号北京侨福芳草地购物中心L10层L10-C10,"116.448240,39.919537",010-56628568
B0FFIC0MZG,Tong Gallery Projects,公司企业;公司;公司,170200,北京市,北京市,朝阳区,797路与706北一街交叉口西南120米,"116.495145,39.985598",010-57626202
B0M6XDP5IV,VTD艺术空间,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,石各庄路与S51机场第二高速出口交叉口北240米,"116.573575,39.942875",[]
B0JB67K77K,X美术馆X Museum,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,半截塔路53号郎园STATIONE1栋(10号库),"116.516560,39.968045",18500760310
B0J0NZF0PJ,bird波得艺术空间,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,东湖街道广顺北大街19号东湖欢乐颂北区F1层,"116.466608,40.009468",[]
B0FFI09WT8,feydo·STASIA颜值艺术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,高碑店镇朝阳北路白家楼甲1号红庄国际文化保税创新园,"116.545860,39.925327",18614077523
B0HAVCAIK7,hanmo艺术中心,科教文化服务;展览馆;展览馆,140200,北京市,北京市,朝阳区,798艺术区中街中段,"116.496272,39.984999",[]
B0K0FAH5NG,一九空间,公司企业;公司;公司,170200,北京市,北京市,朝阳区,酒仙桥路798艺术区一九空间,"116.496557,39.982390",[]
B0J0MSZ823,丁火画廊,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,酒仙桥路4号798艺术区七星东街丁火画廊,"116.496395,39.983457",[]
B000A83SWI,三影堂摄影艺术中心,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,南皋路55号,"116.508221,40.001656",010-64322663
B0FFH0TWAK,东亿美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,高碑店高井文化园区8号东亿国际传媒产业园,"116.540594,39.910720",13810426715
B0FFFFZKLW,东岳美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,朝阳门外大街99号,"116.444918,39.924010",010-65514147
B0HDUSK5IO,中国工艺美术馆(中国非物质文化遗产馆),科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,湖景东路16号,"116.397580,40.003726",010-87991800
B0JBN7Y5CV,中外珐琅美术馆,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,酷车小镇酷车国际汇展中心北门三层,"116.503275,39.872075",18910971320
B000A84MG5,中央美术学院-美术馆(花家地新馆),科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,花家地南街8号中央美术学院内,"116.465331,39.984114",010-64771699;010-64771575
B0MGA1G60B,中电空间,公司企业;公司;公司,170200,北京市,北京市,朝阳区,锐创(中国)大厦(金台夕照地铁站B东北口步行380米),"116.463725,39.918225",[]
B0H3CUCNMH,中青华夏书画院,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,双桥南街9号院6号楼103,"116.597582,39.886980",13301086777
B0FFGE58NG,丹麦文化中心,科教文化服务;展览馆;展览馆,140200,北京市,北京市,朝阳区,酒仙桥路2号798艺术区706北一街,"116.496524,39.986604",010-57626100
B0FFFV3PA2,书画频道美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,科荟路33号奥林匹克森林公园南园内(东侧),"116.399175,40.017390",010-51294000
B0FFF5B4EV,云上美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,文化新大街北50米,"116.543322,39.899929",010-43492701
B0L6NUEX34,云杪艺术中心,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,酒仙桥街道驼房营南路8号新华科技大厦B座2116,"116.502972,39.963030",[]
B0KU4CZR5U,京古艺术空间,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,北京古玩城A座玉府金厅七层(古玩楼东门直梯),"116.460175,39.872325",18610519768
B0FFK4V5I1,人美美术馆,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,双井街道东三环南路甲3号中国美术出版大厦1层,"116.460796,39.892252",010-67517742
B000A7BYNA,今日美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,百子湾路32号苹果社区4号楼,"116.467689,39.900089",010-58760600;010-58760500
B0LB9PUV92,今日美术馆1号馆,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,双井街道百子湾路32号苹果社区北区4号楼今日美术馆1号馆,"116.467781,39.900072",[]
B0FFFOHSUX,今日美术馆二号馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,百子湾路32号北京今日美术馆1号馆后面,"116.467504,39.899533",010-58760600
B0JAD76SMB,仲轲书画院413校区,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,望京西园四区413号楼外一楼仲轲书画院,"116.473630,39.996670",13911680530
B0JGBU876H,伯年艺术空间,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,酒仙桥街道酒仙桥路4号798艺术区七星东街E03号楼3楼,"116.496577,39.984642",[]
B0FFGZGMFO,何扬吴茜现代绘画馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,金盏乡长店村123号,"116.553996,39.998533",010-84338157;13641141256
B0FFIBAF7Q,作者画廊,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,七星中街f01库,"116.496699,39.982195",13501110454
B0K31HQ7D7,修菩提画院(太阳飘亮购物中心店),科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,大屯街道安立路68号飘亮阳光广场A2座1902室,"116.408471,39.998351",18513091772
B000A87OL8,偏锋画廊,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,酒仙桥路2号北京798艺术区2号路B11,"116.498041,39.986438",010-59789562
B000A85JTP,元典美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,望京广顺北大街利泽西园112号,"116.463033,40.013387",010-64753932;010-64755926
B0J1FM4UK7,元美术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,骏豪中央公园A2号楼三层,"116.477644,39.932866",010-65919959
B0LKU7YN4G,克里斯自然艺术馆,科教文化服务;美术馆;美术馆,140400,北京市,北京市,朝阳区,国贸商城北区3B111cefg,"116.458712,39.912582",[]
B0H1XS4MJN,兰画廊Lan Gallery,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,金长安大厦B2座-15楼,"116.491571,39.897893",[]
B0J3G73XMQ,勒木画廊 Le Rime Gallery,科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,朝阳区,七星西街与798路交叉口东北140米,"116.494372,39.985238",[]
